코드,종목명
'064550,바이오니아
314930,바이오다인
208710,바이오로그디바이스
142760,바이오리더스
'086820,바이오솔루션
'038460,바이오스마트
281310,바이오시네틱스
266470,바이오인프라생명과학
'086040,바이오톡스텍
199290,바이오프로테크
'032980,바이온
222160,바이옵트로
'043150,바텍
323990,박셀바이오
'003610,방림
267790,배럴
'001340,백광산업
'046310,백금T&A
'035150,백산
'066410,버킷스튜디오
'002410,범양건영
'002480,범양사
206400,베노홀딩스
'019010,베뉴지
177350,베셀
299910,베스파
'096300,베트남개발1
F70101B96,벨기에코어오피스2호
F70101786,벨기에코어오피스부동산(A)
F70102786,벨기에코어오피스부동산(C-I)
'007210,벽산
225530,보광산업
250000,보라티알
'002760,보락
'003850,보령제약
J0038501B,보령제약 27R
'006910,보성파워텍
'000890,보해양조
226340,본느
206950,볼빅
'003000,부광약품
'001270,부국증권
'001275,부국증권우
'026940,부국철강
'014470,부방
'015350,부산가스
'011390,부산산업
'005030,부산주공
'008470,부스타
338220,뷰노
100120,뷰웍스
337930,브랜드엑스코퍼레이션
'064480,브리지텍
288330,브릿지바이오테라퓨틱스
251630,브이원텍
'018290,브이티지엠피
'044480,블루베리 NFT
'033560,블루콤
191600,블루탑
126340,비나텍
121800,비덴트
148140,비디아이
276620,비보존
'082800,비보존 헬스케어
J08280218,비보존 헬스케어 5WR
318410,비비씨
'002070,비비안
100220,비상교육
200780,비씨월드제약
141000,비아트론
'090460,비에이치
'083650,비에이치아이
215050,비엔디생활건강
'086670,비엠티
335890,비올
138580,비즈니스온
'082920,비츠로셀
'054220,비츠로시스
'042370,비츠로테크
'030790,비케이탑스
'066870,비트로시스
'032850,비트컴퓨터
148780,비플라이소프트
238200,비피도
'093190,빅솔론
'065450,빅텍
210120,빅텐츠
'005180,빙그레
'072950,빛샘전자
266170,뿌리깊은나무들
143240,사람인에이치알
280140,사우스케이프
274460,사운드백신
'003960,사조대림
'008040,사조동아원
'007160,사조산업
'014710,사조씨푸드
'006090,사조오양
168570,산타크루즈
100090,삼강엠앤티
122350,삼기
'014970,삼륭물산
'018310,삼목에스폼
'002580,삼미
'053700,삼보모터스
'009620,삼보산업
'070080,삼보오토
161990,삼보컴퓨터
'023600,삼보판지
'001470,삼부토건
530033,삼성 ALERIAN 에너지인프라 MLP ETN
530014,삼성 CHINA A50 선물 ETN(H)
530032,삼성 CUSHING 에너지인프라 MLP ETN
530073,삼성 HSCEI ETN(H)
530067,삼성 KRX 금현물 ETN
530013,삼성 KTOP30 ETN
530072,삼성 S&P500 VIX S/T 선물 ETN(H) C
530077,삼성 나스닥 100 ETN(H)
530023,삼성 레버리지 CHINA A50 선물 ETN(H)
530075,삼성 레버리지 HSCEI ETN(H)
530031,삼성 레버리지 WTI원유 선물 ETN
530063,삼성 레버리지 구리 선물 ETN(H)
530055,삼성 레버리지 금 선물 ETN(H)
530070,삼성 레버리지 나스닥 100 ETN(H)
530061,삼성 레버리지 은 선물 ETN(H)
530068,삼성 레버리지 천연가스 선물 ETN B
530020,삼성 미국 대형 가치주 ETN
530016,삼성 미국 대형 가치주 ETN(H)
530019,삼성 미국 대형 성장주 ETN
530015,삼성 미국 대형 성장주 ETN(H)
530076,삼성 인버스 2X HSCEI ETN(H)
530036,삼성 인버스 2X WTI원유 선물 ETN
530064,삼성 인버스 2X 구리 선물 ETN(H)
530056,삼성 인버스 2X 금 선물 ETN(H)
530071,삼성 인버스 2X 나스닥 100 ETN(H)
530062,삼성 인버스 2X 은 선물 ETN(H)
530069,삼성 인버스 2X 천연가스 선물 ETN B
530002,삼성 인버스 CHINA A50 선물 ETN(H)
530074,삼성 인버스 HSCEI ETN(H)
530078,삼성 인버스 나스닥 100 ETN(H)
530060,삼성 코스피 양매도 5% OTM ETN
530066,삼성 코스피 풋매도 4% OTM ETN
530053,삼성 코스피 풋매도 ETN
530004,삼성 화장품 테마주 ETN
'006400,삼성SDI
'006405,삼성SDI우
'006660,삼성공조
380320,삼성머스트스팩5호
'018360,삼성메디슨
'028260,삼성물산
'02826K,삼성물산우B
207940,삼성바이오로직스
'032830,삼성생명
291230,삼성스팩2호
377630,삼성스팩4호
'018260,삼성에스디에스
'028050,삼성엔지니어링
'009150,삼성전기
'009155,삼성전기우
'005930,삼성전자
'005935,삼성전자우
'001360,삼성제약
'010140,삼성중공업
'010145,삼성중공우
'016360,삼성증권
'068290,삼성출판사
'029780,삼성카드
'000810,삼성화재
'000815,삼성화재우
'006110,삼아알미늄
'009300,삼아제약
145990,삼양사
145995,삼양사우
'003230,삼양식품
225190,삼양옵틱스
'002170,삼양통상
272550,삼양패키징
'000070,삼양홀딩스
'000075,삼양홀딩스우
'002810,삼영무역
361670,삼영에스앤씨
'054540,삼영엠텍
'065570,삼영이엔씨
'005680,삼영전자
'003720,삼영화학
'023000,삼원강재
'004380,삼익THK
'002450,삼익악기
'032280,삼일
'002290,삼일기업공사
'004440,삼일씨엔에스
'000520,삼일제약
'009770,삼정펄프
'066190,삼중테크
'037460,삼지전자
'032750,삼진
'054090,삼진엘앤디
'005500,삼진제약
'000250,삼천당제약
'004690,삼천리
'024950,삼천리자전거
'038500,삼표시멘트
'017480,삼현철강
'010960,삼호개발
'046390,삼화네트웍스
'004450,삼화왕관
'009470,삼화전기
'011230,삼화전자
'001820,삼화콘덴서
'000390,삼화페인트
'027580,상보
J02758217,상보 2WR
'038540,상상인
307870,상상인이안1호스팩
329560,상상인이안제2호스팩
101000,상상인인더스트리
'001290,상상인증권
'041650,상신브레이크
'091580,상신이디피
263810,상신전자
'089980,상아프론테크
'042940,상지카일룸
'042600,새로닉스
'075180,새론오토모티브
252990,샘씨엔에스
263540,샘코
'007540,샘표
248170,샘표식품
'003260,서광
294630,서남
'038070,서린바이오
'006730,서부T&D
'079650,서산
100660,서암기계공업
'007860,서연
200880,서연이화
'019770,서연탑메탈
'017390,서울가스
279000,서울개인택시복지법인
'043710,서울리거
J0437121A,서울리거 4WR
'092190,서울바이오시스
'046890,서울반도체
'004410,서울식품
'004415,서울식품우
'063170,서울옥션
'027040,서울전자통신
'018680,서울제약
'021050,서원
'093920,서원인텍
189860,서전기전
178320,서진시스템
122690,서진오토모티브
140070,서플러스글로벌
'011370,서한
'065710,서호전기
'008490,서흥
'035890,서희건설
357550,석경에이티
'003100,선광
123420,선데이토즈
'007610,선도전기
'067370,선바이오
171090,선익시스템
136490,선진
'086710,선진뷰티사이언스
'014620,성광벤드
'037350,성도이엔지
'014910,성문전자
'014915,성문전자우
'003080,성보화학
'004980,성신양회
'004985,성신양회우
'011300,성안
'081580,성우전자
'045300,성우테크론
'015750,성우하이텍
'015200,성원
'000180,성창기업지주
'080470,성창오토텍
'043260,성호전자
148150,세경하이테크
'002420,세기상사
'053060,세동
J0530601B,세동 9R
'042380,세메스
'017510,세명전기
'004360,세방
'004365,세방우
'004490,세방전지
'011560,세보엠이씨
'001430,세아베스틸
306200,세아제강
'003030,세아제강지주
'019440,세아특수강
'058650,세아홀딩스
'013000,세우글로벌
100700,세운메디칼
234100,세원
'024830,세원물산
'091090,세원이앤씨
'021820,세원정공
'067830,세이브존I&C
'033530,세종공업
258830,세종메디칼
'036630,세종텔레콤
'039310,세중
'075580,세진중공업
'067770,세진티에스
'053450,세코닉스
234340,세틀뱅크
'027970,세하
145210,세화아이엠씨
252500,세화피앤씨
347000,센코
308170,센트랄모텍
'051980,센트럴바이오
'012600,센트럴인사이트
331920,셀레믹스
'049180,셀루메드
299660,셀리드
268600,셀리버리
108860,셀바스AI
208370,셀바스헬스케어
179690,셀인바이오
258250,셀젠텍
'068270,셀트리온
'068760,셀트리온제약
'091990,셀트리온헬스케어
290690,소룩스
'053110,소리바다
950200,소마젠(REG.S)
'032680,소프트센
'032685,소프트센우
258790,소프트캠프
'066910,손오공
'043100,솔고바이오
336370,솔루스첨단소재
33637K,솔루스첨단소재1우
33637L,솔루스첨단소재2우B
154040,솔루에타
248070,솔루엠
'035610,솔본
357780,솔브레인
'036830,솔브레인홀딩스
304100,솔트룩스
'004430,송원산업
'086980,쇼박스
'050960,수산아이앤티
'017550,수산중공업
'084180,수성이노베이션
253840,수젠텍
185190,수프로
'058530,슈펙스비앤피
236200,슈프리마
317770,슈프리마아이디
'094840,슈프리마에이치큐
192440,슈피겐코리아
268030,스마트골프
'099440,스맥
'053210,스카이라이프
'033790,스카이문스테크놀로지
131100,스카이이앤엠
159910,스킨앤스킨
158310,스타모빌리티
115570,스타플렉스
258540,스템랩
253450,스튜디오드래곤
204630,스튜디오산타클로스
'013810,스페코
227580,스포라이브
'039670,스포츠서울
'049830,승일
'020710,시공테크
'033170,시그네틱스
260870,시그넷이브이
'048870,시너지이노베이션
'025320,시노펙스
134790,시디즈
269620,시스웍
131090,시큐브
232830,시큐센
'066290,시큐아이
139050,시티랩스
'016590,신대양제지
290520,신도기연
'029530,신도리코
'004970,신라교역
'001000,신라섬유
'025870,신라에스지
215600,신라젠
'070480,신비앤텍
'065350,신성델타테크
'011930,신성이엔지
J01193219,신성이엔지 37WR
'005390,신성통상
'004170,신세계
'035510,신세계 I&C
'034300,신세계건설
'031430,신세계인터내셔날
'012580,신세계톰보이
'031440,신세계푸드
'006880,신송홀딩스
'002800,신신제약
'002470,신영건설
323280,신영스팩5호
344050,신영스팩6호
'005800,신영와코루
'001720,신영증권
'001725,신영증권우
'009270,신원
'009275,신원우
'017000,신원종합개발
'002700,신일전자
'012790,신일제약
138070,신진에스엠
226330,신테카바이오
'019170,신풍제약
'019175,신풍제약우
'002870,신풍제지
500052,신한 FNGUIDE 5G 테마주 ETN
500001,신한 K200 USD 선물 바이셀 ETN
500058,신한 S&P500 VIX S/T 선물 ETN C
500002,신한 USD K200 선물 바이셀 ETN
500015,신한 WTI원유 선물 ETN(H)
500018,신한 구리 선물 ETN(H)
500016,신한 금 선물 ETN(H)
500009,신한 다우존스지수 선물 ETN(H)
500011,신한 달러인덱스 선물 ETN(H)
500056,신한 레버리지 RUSSELL 2000 ETN
500050,신한 레버리지 S&P500 선물 ETN
500019,신한 레버리지 WTI원유 선물 ETN(H)
500040,신한 레버리지 구리 선물 ETN
500037,신한 레버리지 금 선물 ETN
500020,신한 레버리지 다우존스지수 선물 ETN(H)
500035,신한 레버리지 미국달러 선물 ETN
500029,신한 레버리지 은 선물 ETN(H)
500053,신한 레버리지 천연가스 선물 ETN
500004,신한 브렌트원유 선물 ETN(H)
500013,신한 옥수수 선물 ETN(H)
500017,신한 은 선물 ETN(H)
500057,신한 인버스 2X RUSSELL 2000 ETN
500051,신한 인버스 2X S&P500 선물 ETN
500027,신한 인버스 2X WTI원유 선물 ETN(H)
500041,신한 인버스 2X 구리 선물 ETN
500038,신한 인버스 2X 금 선물 ETN
500028,신한 인버스 2X 다우존스지수 선물 ETN(H)
500036,신한 인버스 2X 미국달러 선물 ETN
500030,신한 인버스 2X 은 선물 ETN(H)
500054,신한 인버스 2X 천연가스 선물 ETN
500032,신한 인버스 2X 천연가스 선물 ETN(H)
500055,신한 인버스 RUSSELL 2000 ETN
500003,신한 인버스 WTI원유 선물 ETN(H)
500008,신한 인버스 구리 선물 ETN(H)
500006,신한 인버스 금 선물 ETN(H)
500010,신한 인버스 다우존스지수 선물 ETN(H)
500012,신한 인버스 달러인덱스 선물 ETN(H)
500005,신한 인버스 브렌트원유 선물 ETN(H)
500014,신한 인버스 옥수수 선물 ETN(H)
500007,신한 인버스 은 선물 ETN(H)
500022,신한 인버스 천연가스 선물 ETN(H)
500024,신한 인버스 콩 선물 ETN(H)
500021,신한 천연가스 선물 ETN(H)
500046,신한 코스피 월별 양매도 3% OTM ETN
500048,신한 코스피 월별 양매도 3% 콜 2206-1 ETN
500047,신한 코스피 월별 양매도 5% OTM ETN
500049,신한 코스피 월별 양매도 5% 콜 2206-1 ETN
500039,신한 코스피 콘도르 4/10% ETN
500043,신한 코스피 콘도르 4/10% 콜 2204-01 ETN
500042,신한 코스피 콘도르 6/10% ETN
500044,신한 코스피 콘도르 6/10% 콜 2204-01 ETN
500023,신한 콩 선물 ETN(H)
50G001,신한G001삼성전자콜
50G002,신한G002삼성전자콜
50G003,신한G003SK하이닉콜
50G004,신한G004SK하이닉콜
50G005,신한G005LG화학콜
50G006,신한G006LG화학콜
50G007,신한G007SK이노콜
50G008,신한G008SK이노콜
50G009,신한G009삼성SDI콜
50G010,신한G010삼성SDI콜
50G011,신한G011네이버콜
50G012,신한G012네이버콜
50G013,신한G013카카오콜
50G014,신한G014카카오콜
50G015,신한G015호텔신라콜
50G016,신한G016호텔신라콜
50G017,신한G017POSCO콜
50G018,신한G018POSCO콜
50G019,신한G019현대제철콜
50G020,신한G020현대제철콜
F72501BA2,신한소재부품장비A1
F72502BA2,신한소재부품장비C1
293940,신한알파리츠
333050,신한제6호스팩
366330,신한제7호스팩
'055550,신한지주
'001770,신화실업
'056700,신화인터텍
187270,신화콘텍
'004080,신흥
243840,신흥에스이씨
376910,실력산업
108320,실리콘웍스
222800,심텍
'036710,심텍홀딩스
160980,싸이맥스
356890,싸이버원
217330,싸이토젠
102280,쌍방울
'003410,쌍용C&E
'010280,쌍용정보통신
'003620,쌍용차
'004770,써니전자
217320,썬테크
208640,썸에이지
222420,쎄노텍
'037760,쎄니트
136510,쎄미시스코
'099320,쎄트렉아이
'015540,쎌마테라퓨틱스
'049960,쎌바이오텍
'050890,쏠리드
'073960,씨브이네트
'066790,씨씨에스
J06679217,씨씨에스 1WR
222080,씨아이에스
'004920,씨아이테크
236030,씨알푸드
103660,씨앗
352480,씨앤씨인터내셔널
245450,씨앤에스링크
'032040,씨앤에스자산관리
264660,씨앤지하이테크
352700,씨앤투스성진
'056730,씨앤티85
297090,씨에스베어링
112610,씨에스윈드
286000,씨엔티드림
115530,씨엔플러스
'037340,씨엘인터내셔널
225330,씨엠에스에듀
115480,씨유메디칼
189330,씨이랩
'096530,씨젠
900120,씨케이에이치
101240,씨큐브
'060590,씨티씨바이오
260930,씨티케이코스메틱스
'041710,씽크풀
'013990,아가방컴퍼니
123860,아나패스
'025980,아난티
'008700,아남전자
'050320,아래스
192230,아리바이오
'058220,아리온
125210,아모그린텍
'002790,아모레G
'00279K,아모레G3우(전환)
'002795,아모레G우
'090430,아모레퍼시픽
'090435,아모레퍼시픽우
357580,아모센스
'052710,아모텍
'074430,아미노로직스
'092040,아미코젠
'083930,아바코
149950,아바텍
'036010,아비코전자
'002030,아세아
183190,아세아시멘트
'002310,아세아제지
'050860,아세아텍
'012170,아센디오
246720,아스타
'067390,아스트
J0673921B,아스트 9WR
127710,아시아경제
267850,아시아나IDT
'020560,아시아나항공
154030,아시아종묘
227610,아우딘퓨쳐스
143160,아이디스
'054800,아이디스홀딩스
332370,아이디피
122900,아이마켓코리아
339950,아이비김영
'099190,아이센스
289010,아이스크림에듀
214430,아이쓰리시스템
'040910,아이씨디
'068940,아이씨케이
'052860,아이앤씨
'010780,아이에스동서
'069920,아이에스이커머스
'038880,아이에이
293290,아이엔오기술
307180,아이엘사이언스
101390,아이엠
'078860,아이오케이
114810,아이원스
'031310,아이즈비전
185490,아이진
'059100,아이컴포넌트
149010,아이케이세미콘
262840,아이퀘스트
175250,아이큐어
'052460,아이크래프트
119830,아이텍
'052770,아이톡시
124500,아이티센
'084850,아이티엠반도체
223220,아이피몬스터
'027360,아주IB투자
'049410,아주엠씨엠
'032080,아즈텍WB
'013310,아진산업
'059120,아진엑스텍
'011400,아진카인텍
158430,아톤
149300,아퓨어스
'067160,아프리카TV
102950,아하정보통신
'043720,안국바이오진단
'001540,안국약품
'053800,안랩
251280,안지오랩
'065660,안트로젠
297570,알로이스
'001780,알루코
260660,알리코제약
131370,알서포트
140670,알에스오토메이션
'096610,알에프세미
'061040,알에프텍
148250,알엔투테크놀로지
347860,알체라
196170,알테오젠
123750,알톤스포츠
'085810,알티캐스트
117670,알파홀딩스
291650,압타머사이언스
293780,압타바이오
267810,앙츠
'018250,애경산업
161000,애경유화
196300,애니젠
310200,애니플러스
179530,애드바이오텍
900100,애머릿지
205500,액션스퀘어
'052790,액토즈소프트
290740,액트로
238090,앤디포스
'092600,앤씨앤
129050,앤알커뮤니
129890,앱코
174900,앱클론
255440,야스
'030960,양지사
102120,어보브반도체
238120,얼라인드
224810,엄지하우스
'019990,에너토크
'011090,에넥스
270660,에브리봇
'038680,에스넷
217480,에스디생명공학
121890,에스디시스템
'097780,에스맥
'042110,에스씨디
298060,에스씨엠생명과학
'065420,에스아이리소스
270210,에스알바이오텍
103230,에스앤더블류
260970,에스앤디
101490,에스앤에스텍
'095910,에스에너지
275630,에스에스알
'031330,에스에이엠티
'060540,에스에이티
158300,에스에이티이엔지
'056190,에스에프에이
'080000,에스엔유
'086460,에스엔피제네틱스
'005850,에스엘
214310,에스엘바이오닉스
246250,에스엘에스바이오
'041510,에스엠
299670,에스엠비나
'007820,에스엠코어
109610,에스와이
J10961219,에스와이 8WR
'012750,에스원
306040,에스제이그룹
'080440,에스제이케이
217910,에스제이켐
224020,에스케이씨에스
'096630,에스코넥
114290,에스코어
224850,에스큐사이언스
'069510,에스텍
'041910,에스텍파마
234300,에스트래픽
'039440,에스티아이
'098660,에스티오
'052020,에스티큐브
237690,에스티팜
'050760,에스폴리텍
288620,에스퓨얼셀
'036150,에스피반도체
317830,에스피시스템스
'058610,에스피지
'043340,에쎈테크
'023960,에쓰씨엔지니어링
'037890,에어미디어
298690,에어부산
187660,에이디엠코리아
'054630,에이디칩스
200710,에이디테크놀로지
'096690,에이루트
140910,에이리츠
'078520,에이블씨엔씨
298380,에이비엘바이오
203400,에이비온
195990,에이비프로바이오
'003800,에이스침대
322190,에이스캠퍼
'088800,에이스테크
241840,에이스토리
138360,에이씨티
'039230,에이아이비트
312610,에이에프더블류
'015260,에이엔피
234070,에이원알폼
'001890,에이치디씨영창
'072990,에이치시티
'044990,에이치엔에스하이텍
176440,에이치엔티
'028300,에이치엘비
'067630,에이치엘비생명과학
'047920,에이치엘비제약
'043220,에이치엘비파워
239610,에이치엘사이언스
353070,에이치엠씨제4호스팩
353060,에이치엠씨제5호스팩
'044780,에이치케이
357230,에이치피오
'071670,에이테크솔루션
'045660,에이텍
224110,에이텍티앤
230980,에이트원
'021080,에이티넘인베스트
'089530,에이티세미콘
200470,에이팩트
207490,에이펙스인텍
262260,에이프로
109960,에이프로젠 H&G
'007460,에이프로젠 MED
'003060,에이프로젠제약
J00306217,에이프로젠제약 13WR
141110,에이플러스라이프
244920,에이플러스에셋
'089970,에이피티씨
230240,에치에프알
'064510,에코마이스터
230360,에코마케팅
'038870,에코바이오
128540,에코캡
'086520,에코프로
247540,에코프로비엠
383310,에코프로에이치엔
'038110,에코플라스틱
'073540,에프알텍
'064850,에프앤가이드
'064090,에프앤리퍼블릭
'036810,에프에스티
173940,에프엔씨엔터
'083500,에프엔에스테크
'054940,엑사이엔씨
950130,엑세스바이오
205100,엑셈
'070300,엑스큐어
'092870,엑시콘
261720,엑심베이
317870,엔바이오니아
'067570,엔브이에이치코리아
236810,엔비티
140610,엔솔바이오사이언스
333620,엔시스
101400,엔시트론
'036570,엔씨소프트
217820,엔에스
138250,엔에스쇼핑
'031860,엔에스엔
238170,엔에스엠
224760,엔에스컴퍼니
310840,엔에이치스팩13호
353190,엔에이치스팩16호
359090,엔에이치스팩17호
365590,엔에이치스팩18호
380440,엔에이치스팩19호
265740,엔에프씨
354200,엔젠바이오
'093510,엔지브이아이
208860,엔지스테크널러지
183490,엔지켐생명과학
'085310,엔케이
182400,엔케이맥스
'009810,엔케이물산
'068420,엔터미디어
'069410,엔텔스
227950,엔투텍
198080,엔피디
'048830,엔피케이
'096870,엘디티
276240,엘리비젼
900140,엘브이엠씨홀딩스
376190,엘비루셈
'061970,엘비세미콘
138690,엘아이에스
290650,엘앤씨바이오
'066970,엘앤에프
156100,엘앤케이바이오
190410,엘에스아이앤디
311060,엘에이티
'073110,엘엠에스
'083310,엘오티베큠
297890,엘이티
'037950,엘컴텍
'011870,엘티삼보
170920,엘티씨
'058630,엠게임
'058970,엠로
'019590,엠벤처투자
169330,엠브레인
'008120,엠소닉
'097520,엠씨넥스
179290,엠아이텍
225860,엠앤씨생명과학
'009780,엠에스씨
123040,엠에스오토텍
323230,엠에프엠코리아
'032790,엠젠플러스
'046290,엠캐피탈
'033160,엠케이전자
206300,엠텍비젼
347890,엠투아이
'033310,엠투엔
184560,엠파크홀딩스
259630,엠플러스
115960,연우
'090740,연이비앤티
'060850,영림원소프트랩
'014440,영보화학
'007530,영신금속
143540,영우디에스피
111770,영원무역
'009970,영원무역홀딩스
'003520,영진약품
'000670,영풍
'036560,영풍정밀
'006740,영풍제지
'012280,영화금속
265560,영화테크
'012160,영흥
'036000,예림당
250930,예선테크
'053280,예스24
'015360,예스코홀딩스
122640,예스티
900300,오가닉티코스메틱
'045060,오공
'080520,오디텍
'007310,오뚜기
'039830,오로라
322310,오로스테크놀로지
'046120,오르비텍
'014940,오리엔탈정공
'002630,오리엔트바이오
'038520,오리엔트전자
'065500,오리엔트정공
271560,오리온
'001800,오리온홀딩스
'010470,오리콤
'053980,오상자이엘
'036220,오상헬스케어
'052420,오성첨단소재
J05242217,오성첨단소재 20WR
241790,오션브릿지
329020,오션스톤
'039200,오스코텍
226400,오스테오닉
'031510,오스템
'048260,오스템임플란트
138080,오이솔루션
'080580,오킨스전자
'067170,오텍
173130,오파스넷
'049480,오픈베이스
309930,오하임아이엔티
244460,올리패스
226950,올릭스
'057540,옴니시스템
'082210,옵트론텍
109080,옵티시스
153710,옵티팜
321820,와이더플래닛
114750,와이디생명과학
122990,와이솔
232140,와이아이케이
'065530,와이어블
'067900,와이엔텍
155650,와이엠씨
251370,와이엠티
'066430,와이오엠
193250,와이제이엠게임즈
273060,와이즈버즈
'019210,와이지-원
122870,와이지엔터테인먼트
332570,와이팜
'079000,와토스코리아
110030,완도전복
'070960,용평리조트
316140,우리금융지주
'033660,우리금융캐피탈
'032820,우리기술
'041190,우리기술투자
115440,우리넷
118000,우리들휴브레인
J1180001B,우리들휴브레인21R
'046970,우리로
'082850,우리바이오
215360,우리산업
'072470,우리산업홀딩스
'073560,우리손에프앤지
153490,우리이앤엘
'037400,우리조명
'010050,우리종금
101170,우림기계
'006980,우성사료
'066590,우수AMS
'017370,우신시스템
103840,우양
101970,우양에이치씨
'046940,우원개발
215380,우정바이오
'065680,우주일렉트로
105840,우진
'018620,우진비앤지
'010400,우진아이엔에스
'049800,우진플라임
'016880,웅진
'095720,웅진씽크빅
'005820,원림
307280,원바이오젠
'053080,원방테크
'032940,원익
240810,원익IPS
'074600,원익QNC
104830,원익머트리얼즈
'014190,원익큐브
131390,원익피앤이
'030530,원익홀딩스
'012620,원일특강
216280,원텍
122830,원포유
'008370,원풍
'008290,원풍물산
101160,월덱스
'095270,웨이브일렉트로
'010600,웰바이오텍
'065950,웰크론
'076080,웰크론한텍
196700,웹스
'069080,웹젠
'053580,웹케시
'071460,위니아딤채
'044340,위닉스
330350,위더스제약
348350,위드텍
112040,위메이드
101730,위메이드맥스
'065370,위세아이텍
140660,위월드
'038620,위즈코프
299900,위지윅스튜디오
'036090,위지트
136540,윈스
320000,윈텍
'097800,윈팩
192390,윈하이텍
313760,윌링스
'008600,윌비스
900340,윙입푸드
F75601BA2,유경공모부동산3호CLASSA
F75602BA2,유경공모부동산3호CLASSC-I
'033270,유나이티드제약
'014830,유니드
'036200,유니셈
'018000,유니슨
J01800219,유니슨 13WR
'000910,유니온
'047400,유니온머티리얼
203450,유니온커뮤니티
'011330,유니켐
'077500,유니퀘스트
'011320,유니크
'086390,유니테스트
241690,유니테크노
'063180,유니텍
142210,유니트론텍
121060,유니포인트
'048430,유라테크
206650,유바이오로직스
'089850,유비벨록스
'084440,유비온
'032620,유비케어
264450,유비쿼스
'078070,유비쿼스홀딩스
'002920,유성기업
'024800,유성티엔에스
'000700,유수홀딩스
'054930,유신
'069330,유아이디
'049520,유아이엘
313750,유안타제4호스팩
336060,유안타제5호스팩
340360,유안타제6호스팩
367460,유안타제7호스팩
367480,유안타제8호스팩
'003470,유안타증권
'003475,유안타증권우
'056090,유앤아이
'011690,유양디앤유
263770,유에스티
337840,유엑스엔
'072130,유엔젤
'000220,유유제약
'000225,유유제약1우
'000227,유유제약2우B
340930,유일에너테크
'023410,유진기업
'056080,유진로봇
321260,유진스팩4호
331380,유진스팩5호
373340,유진스팩6호
'084370,유진테크
'001200,유진투자증권
178780,유테크
221800,유투바이오
179900,유티아이
263050,유틸렉스
'000100,유한양행
'000105,유한양행우
'003460,유화증권
'003465,유화증권우
191410,육일씨엔에쓰
'008730,율촌화학
'072770,율호
'008250,이건산업
'039020,이건홀딩스
'025820,이구산업
'060230,이그잭스
'067920,이글루시큐리티
'044960,이글벳
303530,이노뎁
302430,이노메트리
279060,이노벡스
214320,이노션
'073490,이노와이어리스
'086250,이노와이즈
215790,이노인스트루먼트
344860,이노진
246960,이노테라피
'088390,이녹스
272290,이녹스첨단소재
'053350,이니텍
258610,이더블유케이
336040,이도바이오
215090,이디티
'041520,이라이콤
264850,이랜시스
'054210,이랜텍
164060,이루다
'065440,이루온
'088260,이리츠코크렙
139480,이마트
'010090,이마트에브리데이
115610,이미지스
349720,이베스트스팩5호
323210,이베스트이안스팩1호
'078020,이베스트투자증권
131400,이브이첨단소재
208850,이비테크
351330,이삭엔지니어링
'080010,이상네트웍스
379390,이성씨엔아이
'086890,이수앱지스
'007660,이수페타시스
'005950,이수화학
'015020,이스타코
'047560,이스트소프트
900110,이스트아시아홀딩스
270020,이십일스토어
'067010,이씨에스
'093230,이아이디
341310,이앤에치
'052190,이에스에이
101360,이엔드디
102710,이엔에프테크놀로지
'066980,이엔코퍼레이션
'074610,이엔플러스
'063760,이엘피
'087730,이엠네트웍스
123570,이엠넷
'083470,이엠앤아이
'095190,이엠코리아
'091120,이엠텍
232530,이엠티
102460,이연제약
'039030,이오테크닉스
294090,이오플로우
'088290,이원컴포텍
'084680,이월드
181340,이즈미디어
353810,이지바이오
F74701789,이지스204호 CLASS A
F74701B8A,이지스229호 CLASS A
F74702B8A,이지스229호 CLASS C-I
F74701B9A,이지스299호A
F74701B97,이지스글로벌281호 CLASS A
350520,이지스레지던스리츠
F74702786,이지스리테일194호
F74703B96,이지스리테일287호 CLASS A
F74702B96,이지스리테일287호 CLASS C-I
F74704B96,이지스리테일287호 CLASS C-P
334890,이지스밸류리츠
F74702B98,이지스코어리테일302호A
F74701B98,이지스코어리테일302호C-I
F74701776,이지스코어부동산126호 A
F74702776,이지스코어부동산126호 C-I
F74701772,이지스코어부동산제117호A
F74702772,이지스코어부동산제117호F
'099750,이지케어텍
'035810,이지홀딩스
160600,이큐셀
'092130,이크레더블
'096040,이트론
134060,이퓨쳐
'001840,이화공영
'000760,이화산업
'024810,이화전기
381530,인동첨단소재
'014990,인디에프
'041830,인바디
352940,인바이오
101140,인바이오젠
216400,인바이츠바이오코아
'079950,인베니아
277410,인산가
'060150,인선이엔티
'033230,인성정보
'006490,인스코비
'037330,인지디스플레
'023800,인지컨트롤스
'034590,인천도시가스
211050,인카금융서비스
'013090,인켈
'083640,인콘
216050,인크로스
'049070,인탑스
119610,인터로조
'017250,인터엠
129260,인터지스
240340,인터코스
'035080,인터파크
'051370,인터플렉스
'064290,인텍플러스
189300,인텔리안테크
150840,인트로메딕
'048530,인트론바이오
'023810,인팩
175140,인포마크
115310,인포바인
'039290,인포뱅크
'071200,인피니트헬스케어
'016670,인피니티엔티
101930,인화정공
249420,일동제약
'000230,일동홀딩스
'013360,일성건설
'003120,일성신약
333430,일승
'068330,일신바이오
'003200,일신방직
'007110,일신석재
'058450,일야
'007570,일양약품
'007575,일양약품우
'008500,일정실업
'019540,일지테크
'081000,일진다이아
'020760,일진디스플
'020150,일진머티리얼즈
